"Server","SqlMajor","ProductVersion","VersionInfo","RenameResult","DeployResult","Warnings","Error","Timestamp"
"aza2dfcsql006","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:22:47"
"aza2dfcsql007","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:22:58"
"aza2dfcsql008","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:10"
"aza2svcsql002","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:22"
"azc2corsql003","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:33"
"azc2dfcsql001","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:35"
"azc2dfcsql002","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:37"
"azc2dfcsql003","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:38"
"azc2vansql003","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:40"
"azg2corsql004","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:42"
"azg2dfcsql022","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:42"
"azg2dfcsql023","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:43"
"azg2dfcsql024","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:44"
"azg2ehisql004","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:44"
"azm2corsql002","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:45"
"azm2dfcsql010","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:50"
"azm2dfcsql011","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:23:55"
"azm2dfcsql012","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:24:01"
"azm2whbsql010","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:24:06"
