"Server","SqlMajor","ProductVersion","VersionInfo","RenameResult","DeployResult","Warnings","Error","Timestamp"
"azg5bcpsql02a,31433","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:46:20"
"azg5bcpsql02b,31433","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:46:20"
"azg5erssql001","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:46:20"
"azg5admsql21a,31433","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:46:21"
"azg5admsql21b,31433","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:46:21"
"azg5corsql201","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:46:22"
"azg5corsql202","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:46:22"
"azg5sresql01a,31433","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:46:22"
"azg5sresql01b,31433","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:46:22"
"azg5thrsql01a,31433","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:46:22"
"azg5thrsql01b,31433","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:46:23"
"azg5thrsql02a,31433","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:46:23"
"azg5thrsql02b,31433","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:46:24"
"azg5jupsql01a","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:46:24"
"azg5jupsql01b","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:46:25"
"azg5marsql01b","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:07"
"azg5marsql02a,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:08"
"azg5marsql02b,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:08"
"azg5trasql01a,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:09"
"azg5trasql01b,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:09"
"azg5trasql02a,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:10"
"azg5trasql02b,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:11"
"azg5trasql03a,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:11"
"azg5trasql03b,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:12"
"azg5trasql04a,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:12"
"azg5trasql04b,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:14"
"azg5trasql05a,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:16"
"azg5trasql05b,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:16"
"azg5ttnsql01a,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:17"
"azg5ttnsql01b,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:17"
"azg5dflsql002","15","15.0.4460","15.0.4460","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:47:18"
"azg5dflsql003","15","15.0.4460","15.0.4460","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:47:18"
"azg5dflsql01a,31433","15","15.0.4460","15.0.4460","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:47:18"
"azg5dflsql01b,31433","15","15.0.4460","15.0.4460","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:47:18"
"azh5bcpsql02c,31433","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:47:18"
"aza5stgsql001","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:47:19"
"azg5comsql001","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:47:22"
"azg5cebsql001","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:47:22"
"azg5satsql101","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:47:54"
"azg5regsql01a,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:55"
"azg5regsql01b,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:47:55"
"azg5aptsql001","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:47:56"
"azg5bcpsql01a,31433","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:48:27"
"azg5bcpsql01b,31433","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:48:28"
"azh5bcpsql01c,31433","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:48:29"
"azg5bcpsql003","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:49:18"
"azg5bcpsql004","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:49:18"
"azh5trasql01c,31433","16","16.0.4225","16.0.4225","NOT_FOUND","Success",,,"2026-05-11T15:49:18"
"azg5dflsql11a,31433","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:49:21"
"azg5dflsql11b,31433","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:49:21"
"azg5dflsql13a,31433","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:49:21"
"azg5dflsql13b,31433","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:49:21"
"azg5actsql001","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:50:20"
"aza5pscsql002","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:50:52"
"aza5supsql003","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:51:03"
"aza5supsql004","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:51:14"
"azc5pscsql001","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:51:26"
"azc5supsql001","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:51:28"
"azg5opesql004","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:51:30"
"azg5pscsql022","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:51:31"
"azg5supsql020","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:51:32"
"azm5pscsql004","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:51:48"
"azm5supsql007","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:51:54"
"azc5pscsql002","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:52:00"
"azg5jupsql02a,31433","16","16.0.4225","16.0.4225","RENAMED","Success",,,"2026-05-11T15:52:02"
"azg5jupsql02b,31433","16","16.0.4225","16.0.4225","RENAMED","Success",,,"2026-05-11T15:52:02"
"azg5marsql03a,31433","16","16.0.4225","16.0.4225","RENAMED","Success",,,"2026-05-11T15:52:03"
"azg5marsql03b,31433","16","16.0.4225","16.0.4225","RENAMED","Success",,,"2026-05-11T15:52:04"
"azc5pscsql003","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:52:04"
"azc5supsql002","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:52:06"
"azc5supsql003","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:52:08"
"azc5supsql004","16","16.0.4222","16.0.4222","NOT_FOUND","Success",,,"2026-05-11T15:52:09"
"azm5pscsql005","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:11"
"azm5supsql008","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:17"
"azm5supsql009","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:22"
"azm5supsql010","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:28"
"azm5supsql011","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:34"
"azm5supsql012","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:40"
"azg5pscsql023","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:45"
"azg5opesql005","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:46"
"azg5opesql006","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:48"
"azg5pscsql024","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:49"
"azg5pscsql025","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:50"
"azg5pscsql026","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:51"
"azg5pscsql027","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:52"
"azm5supsql014","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:53"
"azm5supsql013","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:52:59"
"azg5pscsql031","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:05"
"azg5pscsql036","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:06"
"azg5pscsql032","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:07"
"azg5pscsql042","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:08"
"azg5pscsql033","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:09"
"azg5pscsql041","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:10"
"azg5pscsql028","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:11"
"azg5pscsql029","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:12"
"azg5pscsql035","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:13"
"azg5pscsql037","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:14"
"azg5pscsql040","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:15"
"azg5pscsql030","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:18"
"azg5pscsql038","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:19"
"azg5pscsql034","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:20"
"azg5pscsql039","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:21"
"azg5supsql024","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:22"
"azg5supsql025","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:24"
"azg5supsql021","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:25"
"azg5supsql022","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:26"
"azg5supsql023","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:27"
"azg5supsql030","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:28"
"azg5supsql035","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:28"
"azg5supsql029","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:29"
"azg5supsql031","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:30"
"azg5supsql028","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:31"
"azg5supsql026","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:32"
"azg5supsql036","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:33"
"azg5supsql027","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:34"
"azg5supsql034","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:35"
"azg5supsql037","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:36"
"azg5supsql032","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:37"
"azg5supsql033","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:38"
"azg5supsql038","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:39"
"azm5pscsql006","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:53:40"
"azg5cmtsql002","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:54:03"
"aza5supscb002","16","16.0.4215","16.0.4215","NOT_FOUND","Success",,,"2026-05-11T15:54:04"
"azg5supscb001","16","16.0.4215","16.0.4215","RENAMED","Success",,,"2026-05-11T15:54:16"
"azg5supscb003","16","16.0.4215","16.0.4215","RENAMED","Success",,,"2026-05-11T15:54:18"
"azg5supscb002","16","16.0.4215","16.0.4215","RENAMED","Success",,,"2026-05-11T15:54:20"
"azc5supscb001","16","16.0.4215","16.0.4215","NOT_FOUND","Success",,,"2026-05-11T15:54:23"
"azm5supscb002","16","16.0.4215","16.0.4215","RENAMED","Success",,,"2026-05-11T15:54:25"
"azc5supscb002","16","16.0.4215","16.0.4215","NOT_FOUND","Success",,,"2026-05-11T15:54:31"
"azg5vansql002","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:54:33"
"azm5lkssql002","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:54:34"
"azg5supsql039","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:54:39"
"azm5supscb003","16","16.0.4225","16.0.4225","RENAMED","Success",,,"2026-05-11T15:54:40"
"azm5supsql016","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:54:46"
"azm5supsql015","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:54:52"
"aza5supsql005","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:54:57"
"azg5supsql040","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:55:09"
"azg5supsql041","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:55:10"
"aza5supsql006","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:55:11"
"azh1octsql001","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:55:23"
"aza5qatsql005","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:55:26"
"azn5qatsql001","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:55:40"
"azn5qatsql003","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:55:51"
"aza5qatsql003","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:55:58"
"azg5cdcsql01a,31433","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:56:10"
"azh5dbasql001","16","16.0.4222","16.0.4222","RENAMED","Success",,,"2026-05-11T15:56:11"
"azg5hvrsql001","16","16.0.4250","16.0.4250","Executed","Success","[15:56:23][Connect-DbaInstance] Failure | Error connecting to [azg5hvrsql001]: Cannot open database ""AdminDB"" requested by the login. The login failed.
Login failed for user 'CUSTADDS\PV2C7B6'.; [15:56:23][Invoke-DbaQuery] Failure | Cannot open database ""AdminDB"" requested by the login. The login failed.
Login failed for user 'CUSTADDS\PV2C7B6'.; [15:56:33][Connect-DbaInstance] Failure | Error connecting to [azg5hvrsql001]: Cannot open database ""AdminDB"" requested by the login. The login failed.
Login failed for user 'CUSTADDS\PV2C7B6'.; [15:56:33][Invoke-DbaQuery] Failure | Cannot open database ""AdminDB"" requested by the login. The login failed.
Login failed for user 'CUSTADDS\PV2C7B6'.",,"2026-05-11T15:56:13"
"Azg5devsql905","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T15:56:33"
"azg5cdcsql01b,31433","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:56:34"
"aza5qatsql004","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:56:35"
"azg5srqsql001","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:56:46"
"azn5qatsql004","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:56:48"
"azn5qatsql002","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:56:54"
"azn5qatsql005","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:57:23"
"aza5qatsql002","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:57:29"
"aza5qatsql001","16","16.0.4250","16.0.4250","NOT_FOUND","Success",,,"2026-05-11T15:57:40"
"azh5atssql007","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:57:53"
"azh5atssql006","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:58:12"
"azm5vansql001","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T15:58:21"
"azg9sndsql013","16","16.0.4236","16.0.4236","RENAMED","Success",,,"2026-05-11T16:08:04"
"azg9sndsql040","16","16.0.4245","16.0.4245","RENAMED","Success",,,"2026-05-11T16:11:55"
"azg9sndsql012","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T16:13:51"
"azg9sndsql009","16","16.0.4236","16.0.4236","RENAMED","Success",,,"2026-05-11T16:20:44"
"azg9sndsql011","16","16.0.4236","16.0.4236","RENAMED","Success",,,"2026-05-11T16:20:45"
"azg9sndsql010","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T16:20:45"
"azg9sndsql008","15","15.0.4455","15.0.4455","Skipped - SQL version","Skipped - SQL version",,,"2026-05-11T16:21:01"
"azg9sndsql06d","16","16.0.4245","16.0.4245","Executed","Success","[16:22:57][Invoke-DbaQuery] [azg9sndsql06d] Failed during execution | Error: The new name 'DatabaseBackup_glb001' is already in use as a OBJECT name and would cause a duplicate that is not permitted.",,"2026-05-11T16:22:57"
"azg5monsql001","17","17.0.4030","17.0.4030","RENAMED","Success",,,"2026-05-11T16:29:21"
"azg5supsql042","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-05-11T16:29:36"
"azm5monsql001","17","17.0.4030","17.0.4030","RENAMED","Success",,,"2026-05-11T16:31:43"
"azc5monsql001","17","17.0.4030","17.0.4030","NOT_FOUND","Success",,,"2026-05-11T16:32:32"
"aza5monsql001","17","17.0.4030","17.0.4030","NOT_FOUND","Success",,,"2026-05-11T16:33:16"
"azg9sndsql040","16","16.0.4245","16.0.4245","Executed","Success","[16:34:14][Invoke-DbaQuery] [azg9sndsql040] Failed during execution | Error: The new name 'DatabaseBackup_glb001' is already in use as a OBJECT name and would cause a duplicate that is not permitted.",,"2026-05-11T16:34:14"
