"Server","SqlMajor","ProductVersion","VersionInfo","RenameResult","DeployResult","Warnings","Error","Timestamp"
"azc2mdmsql001","15","15.0.4470","15.0.4470","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:43:27"
"azc2monsql001","17","17.0.4040","17.0.4040","RENAMED","Success",,,"2026-06-08T10:43:28"
"azc2scrsql001","16","16.0.4240","16.0.4240","RENAMED","Success",,,"2026-06-08T10:43:30"
"azc2sobsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:32"
"azc2sobsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:34"
"azc2sobsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:36"
"azc2sobsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:38"
"azc2stgsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:40"
"azc2stgsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:42"
"azc2stgsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:44"
"azc2svcsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:46"
"azc2svcsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:48"
"azc2tchsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:50"
"azc2trnsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:51"
"azc2trnsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:53"
"azc2uatsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:55"
"azc2vansql003","16","16.0.4252","16.0.4252","Executed","Success","[10:43:58][Invoke-DbaQuery] [azc2vansql003] Failed during execution | Error: The new name 'DatabaseBackup_glb001' is already in use as a OBJECT name and would cause a duplicate that is not permitted.",,"2026-06-08T10:43:57"
"azc2wjasql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:43:59"
"azg2accsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:01"
"azg2actsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:02"
"azg2admsql01d,31433","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:02"
"azg2admsql01e,31433","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:03"
"azg2aimsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:04"
"azg2bahsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:05"
"azg2bizsql007","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:05"
"azg2bizsql008","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:06"
"azg2bizsql009","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:07"
"azg2bldsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:08"
"azg2blzsql005","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:09"
"azg2blzsql006","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:09"
"azg2cdcsql001","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:10"
"azg2censql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:11"
"azg2censql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:12"
"azg2cfasql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:12"
"azg2cfgsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:13"
"azg2cfgsql006","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:14"
"azg2cfgsql007","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:15"
"azg2cfgsql008","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:15"
"azg2cfgsql009","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:16"
"azg2corsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:17"
"azg2dalsql001","15","15.0.4470","15.0.4470","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:44:18"
"azg2dapsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:18"
"azg2dbasql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:19"
"azg2dbasql01a,31433","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:19"
"azg2dbasql01b,31433","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:20"
"azg2dccsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:21"
"azg2dcmsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:22"
"azg2dddsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:22"
"azg2dfcscb001","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:44:23"
"azg2dfcscb002","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:44:23"
"azg2dfcscb004","15","15.0.4465","15.0.4465","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:44:23"
"azg2dfcscb005","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:23"
"azg2dfcscb006","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:24"
"azg2dfcscb007","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:25"
"azg2dfcscb008","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:25"
"azg2dfcsql019","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:26"
"azg2dfcsql020","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:27"
"azg2dfcsql021","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:28"
"azg2dfcsql025","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:29"
"azg2dfcsql026","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:30"
"azg2dfcsql027","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:31"
"azg2dfcsql028","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:32"
"azg2dfcsql029","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:32"
"azg2dfcsql030","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:33"
"azg2dfcsql031","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:34"
"azg2dfcsql032","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:35"
"azg2dfcsql033","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:36"
"azg2dfcsql034","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:36"
"azg2dfcsql035","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:37"
"azg2dfcsql036","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:38"
"azg2dfcsql037","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:39"
"azg2dfcsql038","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:40"
"azg2dfcsql039","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:40"
"azg2dfcsql040","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:41"
"azg2dfcsql041","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:42"
"azg2dfcsql042","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:43"
"azg2dfcsql043","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:43"
"azg2dfcsql044","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:44"
"azg2dflsql004","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:45"
"azg2dflsql01a,31433","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:46"
"azg2dflsql01b,31433","16","16.0.4205","16.0.4205","RENAMED","Success",,,"2026-06-08T10:44:47"
"azg2dflsql02a,31433","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:48"
"azg2dflsql02b,31433","16","16.0.4205","16.0.4205","RENAMED","Success",,,"2026-06-08T10:44:49"
"azg2edusql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:50"
"azg2edusql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:51"
"azg2edusql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:51"
"azg2edusql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:52"
"azg2edusql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:53"
"azg2edusql006","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:54"
"azg2edusql007","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:44:55"
"azg2ehisql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:56"
"azg2gcgsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:56"
"azg2gcgsql006","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:57"
"azg2gcgsql007","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:58"
"azg2gcgsql008","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:44:59"
"azg2gcgsql009","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:00"
"azg2gcrsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:00"
"azg2gcrsql003","16","16.0.4252","16.0.4252","Executed","Success","[10:45:01][Invoke-DbaQuery] [azg2gcrsql003] Failed during execution | Error: The new name 'DatabaseBackup_glb001' is already in use as a OBJECT name and would cause a duplicate that is not permitted.",,"2026-06-08T10:45:01"
"azg2gstsql008","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:02"
"azg2gstsql009","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:02"
"azg2gstsql010","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:03"
"azg2gstsql011","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:04"
"azg2gstsql012","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:05"
"azg2gstsql013","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:05"
"azg2gstsql014","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:06"
"azg2gstsql015","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:07"
"azg2gtnsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:07"
"azg2gtnsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:08"
"azg2gtnsql006","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:09"
"azg2gtnsql007","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:09"
"azg2itssql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:10"
"azg2livsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:11"
"azg2lulsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:12"
"azg2magsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:12"
"azg2mdmsql002","15","15.0.4470","15.0.4470","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:45:13"
"azg2mdmsql003","15","15.0.4470","15.0.4470","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:45:13"
"azg2mdmsql004","15","15.0.4470","15.0.4470","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:45:13"
"azg2monsql001","17","17.0.4040","17.0.4040","RENAMED","Success",,,"2026-06-08T10:45:13"
"azg2mvpsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:14"
"azg2mydscb002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:15"
"azg2mydsql007","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:15"
"azg2mydsql008","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:16"
"azg2mydsql009","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:17"
"azg2nvasql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:18"
"azg2ptssql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:19"
"azg2pwcsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:19"
"azg2salsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:20"
"azg2salsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:21"
"azg2salsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:22"
"azg2salsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:23"
"azg2salsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:23"
"azg2scrsql001","16","16.0.4240","16.0.4240","RENAMED","Success",,,"2026-06-08T10:45:24"
"azg2scrsql001","16","16.0.4240","16.0.4240","Executed","Success","[10:45:25][Invoke-DbaQuery] [azg2scrsql001] Failed during execution | Error: The new name 'DatabaseBackup_glb001' is already in use as a OBJECT name and would cause a duplicate that is not permitted.",,"2026-06-08T10:45:25"
"azg2sixsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:25"
"azg2sixsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:26"
"azg2stgsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:27"
"azg2stgsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:28"
"azg2stgsql005","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:45:28"
"azg2svcsql012","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:29"
"azg2svcsql013","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:30"
"azg2svcsql014","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:31"
"azg2svcsql015","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:38"
"azg2svcsql016","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:39"
"azg2svcsql017","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:40"
"azg2svcsql018","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:41"
"azg2svcsql019","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:42"
"azg2svcsql020","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:42"
"azg2svcsql021","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:43"
"azg2svcsql022","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:44"
"azg2tchsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:45"
"azg2tchsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:46"
"azg2tjssql006","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:46"
"azg2tjssql007","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:47"
"azg2tmnsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:48"
"azg2tmnsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:49"
"azg2tmnsql007","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:50"
"azg2trnsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:50"
"azg2trnsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:51"
"azg2trnsql006","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:45:52"
"azg2ubsscb002","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:46:08"
"azg2ubssql001","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:46:11"
"azg2ubssql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:11"
"azg2upssql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:12"
"azg2upssql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:13"
"azg2vansql009","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:14"
"azg2vansql010","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:14"
"azg2vansql011","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:15"
"azg2vansql012","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:16"
"azg2vansql013","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:17"
"azg2vansql014","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:17"
"azm2actsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:18"
"azm2bizsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:24"
"azm2cdcsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:29"
"azm2cfgsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:35"
"azm2cfgsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:41"
"azm2cfgsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:46:46"
"azm2dfcscb001","15","15.0.4410","15.0.4410","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:46:52"
"azm2dfcscb002","16","16.0.4195","16.0.4195","RENAMED","Success",,,"2026-06-08T10:46:54"
"azm2dfcscb003","16","16.0.4225","16.0.4225","RENAMED","Success",,,"2026-06-08T10:46:59"
"azm2dfcsql009","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:05"
"azm2dflsql001","15","15.0.4470","15.0.4470","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:47:11"
"azm2gbisql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:12"
"azm2gcgsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:18"
"azm2gcgsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:24"
"azm2gcrsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:30"
"azm2gstsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:35"
"azm2gstsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:41"
"azm2gtnsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:47"
"azm2gtnsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:52"
"azm2gtnsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:47:58"
"azm2hklsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:48:04"
"azm2hklsql004","16","16.0.4250","16.0.4250","RENAMED","Success",,,"2026-06-08T10:48:10"
"azm2hklsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:48:16"
"azm2jdesql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:48:22"
"azm2kflsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:48:28"
"azm2lidsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:48:34"
"azm2lidsql003","16","16.0.4252","16.0.4252","Executed","Success","[10:48:43][Invoke-DbaQuery] [azm2lidsql003] Failed during execution | Error: The new name 'DatabaseBackup_glb001' is already in use as a OBJECT name and would cause a duplicate that is not permitted.",,"2026-06-08T10:48:40"
"azm2mdmsql001","15","15.0.4470","15.0.4470","Skipped - SQL version","Skipped - SQL version",,,"2026-06-08T10:48:45"
"azm2monsql001","17","17.0.4040","17.0.4040","RENAMED","Success",,,"2026-06-08T10:48:47"
"azm2salsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:48:52"
"azm2scrsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:48:58"
"azm2stgsql001","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:49:04"
"azm2stgsql002","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:49:10"
"azm2svcsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:49:16"
"azm2svcsql004","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:49:22"
"azm2svcsql005","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:49:27"
"azm2swpsql003","16","16.0.4252","16.0.4252","RENAMED","Success",,,"2026-06-08T10:49:33"
