"Server","SqlMajor","ProductVersion","RenameResult","DeployResult","Error","Timestamp"
"aza5pscsql002","16",,"RENAMED","Success",,"2026-03-06T10:12:57"
"azg5bcpsql01a,31433","16",,"RENAMED","Success",,"2026-03-06T10:13:09"
