"Table","Location"
"dbo.EmployeeOnboardingPolicyManagerCreatedChecklistCompletedTask","Both"
"dbo.EmployeeOnboardingProgressCache","Both"
"dbo.EmployeeOrder","Both"
"dbo.EmployeeOrderAssignment","Both"
"dbo.EmployeeOrderDef","Both"
"dbo.EmployeeOrdering","Both"
"dbo.EmployeeOrderMetric","Both"
"dbo.EmployeeOrderMetricCulture","Both"
"dbo.EmployeeOrgDayPartPreference","Both"
"dbo.EmployeeOrgUnitListAudit","Both"
"dbo.EmployeeOrgUnitListBackup","Both"
"dbo.EmployeeOTGroup","Both"
"dbo.EmployeeOTGroupAssignment","Both"
"dbo.EmployeeOTGroupCulture","Both"
"dbo.EmployeeOtherwiseWorkingDay","Both"
"dbo.EmployeeOtherwiseWorkingDayLatestRun","Both"
"dbo.EmployeeOvertimeApplication","Both"
"dbo.EmployeeP45","Both"
"dbo.EmployeeP45Request","Both"
"dbo.EmployeePayAdjCodeGroupList","Both"
"dbo.EmployeePayAdjCodeGroupListAudit","Both"
"dbo.EmployeePayAdjust","Both"
"dbo.EmployeePayAdjustAudit","Both"
"dbo.EmployeePayAdjustExternal","Both"
"dbo.EmployeePayAdjustLaborMetricsCode","Both"
"dbo.EmployeePayAdjustLaborMetricsCodeAudit","Both"
"dbo.EmployeePayAdjustmentImportStage","Both"
"dbo.EmployeePayAdjustmentImportStage_LaborMetrics","Both"
"dbo.EmployeePayAdjustProblem","Both"
"dbo.EmployeePayAffectedChange","Both"
"dbo.EmployeePaycard","Both"
"dbo.EmployeePaycardAudit","Both"
"dbo.EmployeePayDay","Both"
"dbo.EmployeePayDayAudit","Both"
"dbo.EmployeePAYEExclusion","Both"
"dbo.EmployeePAYEExclusionAudit","Both"
"dbo.EmployeePaymentGatewayIdentity","Both"
"dbo.EmployeePaymentGatewayIdentityAudit","Both"
"dbo.EmployeePayOut","Both"
"dbo.EmployeePayrollFlatTax","Both"
"dbo.EmployeePayrollFlatTaxAudit","Both"
"dbo.EmployeePayrollTaxFormSupressOption","Both"
"dbo.EmployeePayrollTaxFormSupressOptionAudit","Both"
"dbo.EmployeePaySummary","Both"
"dbo.EmployeePaySummaryResolution","Both"
"dbo.EmployeePaySummaryResolutionAudit","Both"
"dbo.EmployeePaySummaryRetro","Both"
"dbo.EmployeePaySummarySplit","Both"
"dbo.EmployeePaySummaryWFMReverseMapping","Both"
"dbo.EmployeePendingRecalculation","Both"
"dbo.EmployeePerformanceRating","Both"
"dbo.EmployeePeriodApproveMessage","Both"
"dbo.EmployeePeriodApproveMessageAudit","Both"
"dbo.EmployeePeriodApproveMessageCulture","Both"
"dbo.EmployeePeriodApproveMessageCultureAudit","Both"
"dbo.EmployeePeriodAuthorized","Both"
"dbo.EmployeePeriodAuthorizedAudit","Both"
"dbo.EmployeePictureTemplate","Both"
"dbo.EmployeePictureTemplateSet","Both"
"dbo.EmployeePictureTemplateSetAudit","Both"
"dbo.EmployeePreference","Both"
"dbo.EmployeePreferredShiftOptions","Both"
"dbo.EmployeePreferredWorkAssignment","Both"
"dbo.EmployeeProblem","Both"
"dbo.EmployeeProblemData","Both"
"dbo.EmployeePronoun","Both"
"dbo.EmployeeProperty","Both"
"dbo.EmployeePropertyCulture","Both"
"dbo.EmployeePropertyOption","Both"
"dbo.EmployeePropertyOptionCulture","Both"
"dbo.EmployeePropertyRoleList","Both"
"dbo.EmployeePropertyValue","Both"
"dbo.EmployeePropertyValueAudit","Both"
"dbo.EmployeeProvidentFund","Both"
"dbo.EmployeeProvidentFundAudit","Both"
"dbo.EmployeePRSI","Both"
"dbo.EmployeePRSIAudit","Both"
"dbo.EmployeePsdCode","Both"
"dbo.EmployeePunch","Both"
"dbo.EmployeePunchAudit","Both"
"dbo.EmployeePunchAuditArchive","Both"
"dbo.EmployeePunchAuditLegacy","Both"
"dbo.EmployeePunchExtension","Both"
"dbo.EmployeePunchExtensionAudit","Both"
"dbo.EmployeePunchExternal","Both"
"dbo.EmployeePunchImportStage","Both"
"dbo.EmployeePunchImportStage_LaborMetrics","Both"
"dbo.EmployeePunchImportStage_MB","Both"
"dbo.EmployeePunchLaborMetricsCode","Both"
"dbo.EmployeePunchLaborMetricsCodeAudit","Both"
"dbo.EmployeePunchMB","Both"
"dbo.EmployeePunchMBAudit","Both"
"dbo.EmployeePunchMBProblem","Both"
"dbo.EmployeePunchProblem","Both"
"dbo.EmployeeRateSummary","Both"
"dbo.EmployeeRateSummary_RateType","Both"
"dbo.EmployeeRateSummary_RateTypeCulture","Both"
"dbo.EmployeeRateSummaryRetro","Both"
"dbo.EmployeeRateSummaryRetroChecksum","Both"
"dbo.EmployeeRateSummaryRetroEvent","Both"
"dbo.EmployeeRawBadge","Both"
"dbo.EmployeeRawBadgeAudit","Both"
"dbo.EmployeeRawBadgeOrgUnitAssignment","Both"
"dbo.EmployeeRawBadgeOrgUnitAssignmentAudit","Both"
"dbo.EmployeeRawPunch","Both"
"dbo.EmployeeRawPunchGeoLocation","Both"
"dbo.EmployeeRawPunchPicture","Both"
"dbo.EmployeeRecalcQueue","Both"
"dbo.EmployeeReligion","Both"
"dbo.EmployeeRetentionData","Both"
"dbo.EmployeeRetentionDataHistory","Both"
"dbo.EmployeeRetroChecksum","Both"
"dbo.EmployeeRetroEvent","Both"
"dbo.EmployeeRetroEventAudit","Both"
"dbo.EmployeeRightToWorkStatus","Both"
"dbo.EmployeeRightToWorkStatusAudit","Both"
"dbo.EmployeeRightToWorkVisaDetails","Both"
"dbo.EmployeeRightToWorkVisaDetailsAudit","Both"
"dbo.EmployeeRightToWorkVisaWorkConditions","Both"
"dbo.EmployeeRightToWorkVisaWorkConditionsAudit","Both"
"dbo.EmployeeROE","Both"
"dbo.EmployeeROEInsurableHour","Both"
"dbo.EmployeeROEOtherMoniesPay","Both"
"dbo.EmployeeROERequest","Both"
"dbo.EmployeeROESpecialPayment","Both"
"dbo.EmployeeROEStatutoryPay","Both"
"dbo.EmployeeROEStatutoryPayRequest","Both"
"dbo.EmployeeRPN","Both"
"dbo.EmployeeRPNAudit","Both"
"dbo.EmployeeRPNNoMatch","Both"
"dbo.EmployeeSchedule","Both"
"dbo.EmployeeScheduleAudit","Both"
"dbo.EmployeeScheduleAutofill","Both"
"dbo.EmployeeScheduleAutofillOrgWeek","Both"
"dbo.EmployeeScheduleCallIn","Both"
"dbo.EmployeeScheduleEditableNPS","Both"
"dbo.EmployeeScheduleIdealMarketplaceShift","Both"
"dbo.EmployeeScheduleLaborMetricsCode","Both"
"dbo.EmployeeScheduleLaborMetricsCodeAudit","Both"
"dbo.EmployeeScheduleMB","Both"
"dbo.EmployeeScheduleMBAudit","Both"
"dbo.EmployeeScheduleMBAutofill","Both"
"dbo.EmployeeScheduleOffer","Both"
"dbo.EmployeeScheduleOfferHistory","Both"
"dbo.EmployeeSchedulePaySummary","Both"
"dbo.EmployeeSchedulePolicy","Both"
"dbo.EmployeeSchedulePolicyAssignment","Both"
"dbo.EmployeeSchedulePolicyCulture","Both"
"dbo.EmployeeScheduleSegment","Both"
"dbo.EmployeeScheduleSegmentAudit","Both"
"dbo.EmployeeScheduleSegmentLaborMetricsCode","Both"
"dbo.EmployeeScheduleSegmentLaborMetricsCodeAudit","Both"
"dbo.EmployeeScheduleTransfer","Both"
"dbo.EmployeeScheduleTransferAudit","Both"
"dbo.EmployeeScheduleTransferAutofill","Both"
"dbo.EmployeeSchedulingGroupSet","Both"
"dbo.EmployeeSchedulingGroupSetPreference","Both"
"dbo.EmployeeSchedulingJobSet","Both"
"dbo.EmployeeSchedulingJobSetPreference","Both"
"dbo.EmployeeSchedulingShiftTypeSet","Both"
"dbo.EmployeeSchedulingShiftTypeSetPreference","Both"
"dbo.EmployeeShiftChange","Both"
"dbo.EmployeeShiftDefinition","Both"
"dbo.EmployeeShortTimeWork","Both"
"dbo.EmployeeShortTimeWorkAudit","Both"
"dbo.EmployeeShortTimeWorkDocument","Both"
"dbo.EmployeeShortTimeWorkDocumentAudit","Both"
"dbo.EmployeeSkill","Both"
"dbo.EmployeeSOE","Both"
"dbo.EmployeeSOEDetail","Both"
"dbo.EmployeeSOERequest","Both"
"dbo.EmployeeStateTaxInfo","Both"
"dbo.EmployeeStateTaxInfoAudit","Both"
"dbo.EmployeeStateTaxInfoCAN","Both"
"dbo.EmployeeStateTaxInfoCANAudit","Both"
"dbo.EmployeeStateTaxInfoParameterValue","Both"
"dbo.EmployeeStateTaxInfoParameterValueAudit","Both"
"dbo.EmployeeStatistics","Both"
"dbo.EmployeeStatisticsAggregateTypes","Both"
"dbo.EmployeeStatisticsTotals","Both"
"dbo.EmployeeStatisticsType","Both"
"dbo.EmployeeStatisticsTypeAssignment","Both"
"dbo.EmployeeStatisticsTypeCulture","Both"
"dbo.EmployeeStatisticsTypePolicyElementValue","Both"
"dbo.EmployeeStatisticsTypePolicyQualifier","Both"
"dbo.EmployeeStatisticsTypePolicyQualifierCulture","Both"
"dbo.EmployeeStatisticsTypePolicyRule","Both"
"dbo.EmployeeStatisticsTypePolicyRuleCulture","Both"
"dbo.EmployeeStatisticsTypePolicyRuleSet","Both"
"dbo.EmployeeStatisticsTypePolicyRuleSetCulture","Both"
"dbo.EmployeeStatutoryPay","Both"
"dbo.EmployeeSuperannuationStandardChoice","Both"
"dbo.EmployeeSuperannuationStandardChoiceDocument","Both"
"dbo.EmployeesVisitedAE","Both"
"dbo.EmployeeTAFW","Both"
"dbo.EmployeeTAFWAttachmentMapping","Both"
"dbo.EmployeeTAFWAttachmentMappingAudit","Both"
"dbo.EmployeeTAFWAudit","Both"
"dbo.EmployeeTAFWDetail","Both"
"dbo.EmployeeTAFWDetailAudit","Both"
"dbo.EmployeeTAFWExternal","Both"
"dbo.EmployeeTAFWExternalCalendarItem","Both"
"dbo.EmployeeTAFWLock","Both"
"dbo.EmployeeTAFWManagerExternalCalendarIntegrationCalendarEvent","Both"
"dbo.EmployeeTAFWManagerExternalCalendarIntegrationUserSetting","Both"
"dbo.EmployeeTAFWManagerExternalCalendarIntegrationUserSettingCalendar","Both"
"dbo.EmployeeTAFWPayCodeSwap","Both"
"dbo.EmployeeTAFWRecurringSet","Both"
"dbo.EmployeeTAFWRecurringSetAudit","Both"
"dbo.EmployeeTAFWRecurringSetDOW","Both"
"dbo.EmployeeTAFWRecurringSetDOWAudit","Both"
"dbo.EmployeeTAFWSet","Both"
"dbo.EmployeeTask","Both"
"dbo.EmployeeTaxDetailSGP","Both"
"dbo.EmployeeTaxFormData","Both"
"dbo.EmployeeTeam","Both"
"dbo.EmployeeTimesheetSubmit","Both"
"dbo.EmployeeTip","Both"
"dbo.EmployeeTipAudit","Both"
"dbo.EmployeeTipProblem","Both"
"dbo.EmployeeTrainingProgram","Both"
"dbo.EmployeeTransfer","Both"
"dbo.EmployeeTransferAudit","Both"
"dbo.EmployeeTransferImportStage","Both"
"dbo.EmployeeTransferImportStage_LaborMetrics","Both"
"dbo.EmployeeTransferLaborMetricsCode","Both"
"dbo.EmployeeTransferLaborMetricsCodeAudit","Both"
"dbo.EmployeeUKCompanyCar","Both"
"dbo.EmployeeUKCompanyCarAudit","Both"
"dbo.EmployeeUKIrregularPaymentDetails","Both"
"dbo.EmployeeUKIrregularPaymentDetailsAudit","Both"
"dbo.EmployeeUKLegalEntityDetails","Both"
"dbo.EmployeeUKLegalEntityDetailsAudit","Both"
"dbo.EmployeeUKNIDetails","Both"
"dbo.EmployeeUKNIDetailsAudit","Both"
"dbo.EmployeeUKPostgraduateLoan","Both"
"dbo.EmployeeUKPostgraduateLoanAudit","Both"
"dbo.EmployeeUKStudentLoan","Both"
"dbo.EmployeeUKStudentLoanAudit","Both"
"dbo.EmployeeUKTaxCodeUplift","Both"
"dbo.EmployeeUKTaxDetails","Both"
"dbo.EmployeeUKTaxDetailsAudit","Both"
"dbo.EmployeeUKTaxInfo","Both"
"dbo.EmployeeUKTaxInfoAudit","Both"
"dbo.EmployeeUKTaxInfoChangeReason","Both"
"dbo.EmployeeUnion","Both"
"dbo.EmployeeUnionAudit","Both"
"dbo.EmployeeVacationBid","Both"
"dbo.EmployeeVeteransStatus","Both"
"dbo.EmployeeVisitedAttendance","Both"
"dbo.EmployeeVisitedPSR","Both"
"dbo.EmployeeVolunteerList","Both"
"dbo.EmployeeWageAttachment","Both"
"dbo.EmployeeWageAttachmentAudit","Both"
"dbo.EmployeeWageAttachmentCulture","Both"
"dbo.EmployeeWageAttachmentElementValue","Both"
"dbo.EmployeeWageAttachmentElementValueAudit","Both"
"dbo.EmployeeWageAttachmentExcludedDeductionFromGrossWagesCalculation","Both"
"dbo.EmployeeWageAttachmentExcludedDeductionFromGrossWagesCalculationAudit","Both"
"dbo.EmployeeWageAttachmentExcludedEarningFromGrossWagesCalculation","Both"
"dbo.EmployeeWageAttachmentExcludedEarningFromGrossWagesCalculationAudit","Both"
"dbo.EmployeeWageAttachmentInstance","Both"
"dbo.EmployeeWageAttachmentInstanceAudit","Both"
"dbo.EmployeeWalletKYCStatus","Both"
"dbo.EmployeeWOEScore","Both"
"dbo.EmployeeWorkAssignment","Both"
"dbo.EmployeeWorkAssignmentAudit","Both"
"dbo.EmployeeWorkAssignmentAuditArchive","Both"
"dbo.EmployeeWorkAssignmentManager","Both"
"dbo.EmployeeWorkCertificate","Both"
"dbo.EmployeeWorkCertificateAbsence","Both"
"dbo.EmployeeWorkCertificateInsurableEarning","Both"
"dbo.EmployeeWorkCertificatePaymentInformation","Both"
"dbo.EmployeeWorkCertificatePaymentInformationCalendarWeek","Both"
"dbo.EmployeeWorkCertificateRequest","Both"
"dbo.EmployeeWorkCertificateSalaryReductionPeriod","Both"
"dbo.EmployeeWorkCertificateSocialInsuranceInformationChange","Both"
"dbo.EmployeeWorkCertificateTaxInformationChange","Both"
"dbo.EmployeeWorkCertificateWorkingHoursChange","Both"
"dbo.EmployeeWorkContract","Both"
"dbo.EmployerCategoriesMUS","Both"
"dbo.EmploymentAgreement","Both"
"dbo.EmploymentAgreementDetails","Both"
"dbo.EmploymentAgreementDuration","Both"
"dbo.EmploymentAgreementPopulation","Both"
"dbo.EmploymentAgreementSettlement","Both"
"dbo.EmploymentAgreementTaxRegime","Both"
"dbo.EmploymentAgreementType","Both"
"dbo.EmploymentIndicator","Both"
"dbo.EmploymentIndicatorCountryContext","Both"
"dbo.EmploymentIndicatorCulture","Both"
"dbo.EmploymentIndicatorCulture_Backup_HRCI10834","Both"
"dbo.EmploymentProgramTypeAus","Both"
"dbo.EmploymentStatus","Both"
"dbo.EmploymentStatusCountryContext","Both"
"dbo.EmploymentStatusCulture","Both"
"dbo.EmploymentStatusGroup","Both"
"dbo.EmploymentStatusGroupCulture","Both"
"dbo.EmploymentStatusReason","Both"
"dbo.EmploymentStatusReasonCessationTypeReason","Both"
"dbo.EmploymentStatusReasonCessationTypeReasonCulture","Both"
"dbo.EmploymentStatusReasonCountryContext","Both"
"dbo.EmploymentStatusReasonCulture","Both"
"dbo.EmploymentStatusReasonSeparationReason","Both"
"dbo.EmploymentStatusReasonSeparationReasonCulture","Both"
"dbo.EmploymentTransferDataType","Both"
"dbo.EmploymentTransferDataTypeCulture","Both"
"dbo.EmploymentType","Both"
"dbo.EmploymentTypeAus","Both"
"dbo.EmploymentTypeCountryContext","Both"
"dbo.EmploymentTypeCulture","Both"
"dbo.EmploymentTypeCulture_Backup_HRCI10834","Both"
"dbo.EmploymentWorkingTypeAus","Both"
"dbo.EmpTimesheetTemplate","Both"
"dbo.EmpTimesheetTemplateEntry","Both"
"dbo.EngagementAccessMember","Both"
"dbo.EngagementAccessMemberManager","Both"
"dbo.EngagementAnswerType","Both"
"dbo.EngagementAnswerTypeCulture","Both"
"dbo.EngagementAnswerTypeOption","Both"
"dbo.EngagementAnswerTypeOptionCulture","Both"
"dbo.EngagementBackgroundJobStatus","Both"
"dbo.EngagementBackgroundJobTrack","Both"
"dbo.EngagementCommentSentiment","Both"
"dbo.EngagementKeySegment","Both"
"dbo.EngagementKeySegmentBucket","Both"
"dbo.EngagementKeySegmentBucketCulture","Both"
"dbo.EngagementKeySegmentCulture","Both"
"dbo.EngagementQuestion","Both"
"dbo.EngagementQuestionCategory","Both"
"dbo.EngagementQuestionCategoryCulture","Both"
"dbo.EngagementQuestionCulture","Both"
"dbo.EngagementResponse","Both"
"dbo.EngagementResponseComment","Both"
"dbo.EngagementResponseCommentAudit","Both"
"dbo.EngagementResponseData","Both"
"dbo.EngagementResponseKeySegmentBucket","Both"
"dbo.EngagementResponseSnapshot","Both"
"dbo.EngagementResultSetting","Both"
"dbo.EngagementSentimentTheme","Both"
"dbo.EngagementSentimentThemeCulture","Both"
"dbo.EngagementSetting","Both"
"dbo.EngagementSurvey","Both"
"dbo.EngagementSurveyBranding","Both"
"dbo.EngagementSurveyBrandingCulture","Both"
"dbo.EngagementSurveyComparison","Both"
"dbo.EngagementSurveyEligibility","Both"
"dbo.EngagementSurveyEligibilityCriteria","Both"
"dbo.EngagementSurveyInvitation","Both"
"dbo.EngagementSurveyInvitationCulture","Both"
"dbo.EngagementSurveyKeySegment","Both"
"dbo.EngagementSurveyMessage","Both"
"dbo.EngagementSurveyPage","Both"
"dbo.EngagementSurveyPageCulture","Both"
"dbo.EngagementSurveyPageQuestion","Both"
"dbo.EngagementSurveyPageQuestionCulture","Both"
"dbo.EngagementSurveyReminder","Both"
"dbo.EngagementSurveyReminderCulture","Both"
"dbo.EngagementSurveySetting","Both"
"dbo.EngagementSurveyText","Both"
"dbo.EngagementSurveyTextCulture","Both"
"dbo.EngagementSurveyTree","Both"
"dbo.Entitlement","Both"
"dbo.EntitlementAudit","Both"
"dbo.EntitlementCulture","Both"
"dbo.EntitlementLevel","Both"
"dbo.EntitlementLevelAudit","Both"
"dbo.EntitlementLevelCulture","Both"
"dbo.EntitlementLevelElementValue","Both"
"dbo.EntitlementLevelElementValueAudit","Both"
"dbo.EntitlementLevelQualifier","Both"
"dbo.EntitlementLevelQualifierAudit","Both"
"dbo.EntitlementLevelQualifierCulture","Both"
"dbo.EntitlementLevelRule","Both"
"dbo.EntitlementLevelRuleAudit","Both"
"dbo.EntitlementLevelRuleCulture","Both"
"dbo.EntitlementPolicy","Both"
"dbo.EntitlementPolicyAssignment","Both"
"dbo.EntitlementPolicyAssignmentAudit","Both"
"dbo.EntitlementPolicyAudit","Both"
"dbo.EntitlementPolicyCulture","Both"
"dbo.EntitlementPolicyList","Both"
"dbo.EntitlementPolicyListAudit","Both"
"dbo.EntitlementRecurrence","Both"
"dbo.EntitlementRecurrenceAudit","Both"
"dbo.EntitlementRule","Both"
"dbo.EntitlementScale","Both"
"dbo.EntitlementScaleCulture","Both"
"dbo.EntitlementTracerUserFilter","Both"
"dbo.EntityLock","Both"
"dbo.EntityLockLog","Both"
"dbo.EntityType","Both"
"dbo.EntityTypeCulture","Both"
"dbo.Escalation_DFFormTemplate","Both"
"dbo.EscoSkillCustomization","Both"
"dbo.ESignableForm","Both"
"dbo.ESignableFormAudit","Both"
"dbo.ESignatureOrder","Both"
"dbo.ESignatureOrderAudit","Both"
"dbo.ESignatureOrderStatus","Both"
"dbo.ESignatureOrderStatusCulture","Both"
"dbo.ESignatureRecipient","Both"
"dbo.ESignatureSenderViewTemplate","Both"
"dbo.ESignatureUserInfo","Both"
"dbo.EventAdapterHandlerType","Both"
"dbo.EventAdapterState","Both"
"dbo.EventAdapterTableChanges","Both"
"dbo.EventAdapterTriggerStatus","Both"
"dbo.EventExportArchive","Both"
"dbo.ExperienceLevel","Both"
"dbo.ExperienceLevelCulture","Both"
"dbo.ExportCategory","Both"
"dbo.ExportCategoryAudit","Both"
"dbo.ExportCategoryCulture","Both"
"dbo.ExportConfig","Both"
"dbo.ExportConfigAudit","Both"
"dbo.ExportConfigParam","Both"
"dbo.ExportConfigParamAudit","Both"
"dbo.ExportConfigParamCulture","Both"
"dbo.ExportConfigParamType","Both"
"dbo.ExportConfigParamTypeAudit","Both"
"dbo.ExportConfigParamValue","Both"
"dbo.ExportConfigParamValueAudit","Both"
"dbo.ExportDefinition","Both"
"dbo.ExportFavourite","Both"
"dbo.ExportFileNameByType","Both"
"dbo.ExportGrouping","Both"
"dbo.ExportGroupingAudit","Both"
"dbo.ExportGroupingCulture","Both"
"dbo.ExportType","Both"
"dbo.ExportTypeAudit","Both"
"dbo.ExportTypeCountry","Both"
"dbo.ExportTypeCountryAudit","Both"
"dbo.ExportTypeCulture","Both"
"dbo.ExpressionToken","Both"
"dbo.ExpressionTokenCulture","Both"
"dbo.ExternalAccount","Both"
"dbo.ExternalAccountAudit","Both"
"dbo.ExternalApplicationQueue","Both"
"dbo.ExternalAuthentication","Both"
"dbo.ExternalAuthenticationSoftDelete","Both"
"dbo.ExternalAuthenticationType","Both"
"dbo.ExternalCandidateApplication","Both"
"dbo.ExternalCandidateDocument","Both"
"dbo.ExternalCandidateIdentity","Both"
"dbo.ExternalCandidateIdentityAudit","Both"
"dbo.ExternalIntegration","Both"
"dbo.ExternalIntegrationCommunicationObject","Both"
"dbo.ExternalIntegrationCommunicationObjectProperty","Both"
"dbo.ExternalIntegrationCommunicationObjectPropertyValue","Both"
"dbo.ExternalIntegrationCommunicationObjectPropertyValueMapping","Both"
"dbo.ExternalIntegrationConfigToken","Both"
"dbo.ExternalIntegrationGroup","Both"
"dbo.ExternalIntegrationGroupConfigToken","Both"
"dbo.ExternalIntegrationTemplate","Both"
"dbo.ExternalIntegrationToken","Both"
"dbo.ExternalIntegrationTokenGroup","Both"
"dbo.FactorDefinition","Both"
"dbo.FactorDefinitionCulture","Both"
"dbo.FailedLogin","Both"
"dbo.Favorite","Both"
"dbo.Feature","Both"
"dbo.Feature_CareerProfile_TFS863783","Both"
"dbo.Feature_HTMLMigration_TFS831307","Both"
"dbo.Feature_TFS637519_TFS775188_TFS831307_Step27357","Both"
"dbo.FeatureAdoptionConfig","Both"
"dbo.FeatureAdoptionFeedback","Both"
"dbo.FeatureAdoptionQuestion","Both"
"dbo.FeatureAudit","Both"
"dbo.FeatureCulture","Both"
"dbo.FeatureExtension","Both"
"dbo.FeatureExtensionAudit","Both"
"dbo.FeatureIndustryList","Both"
"dbo.FeatureMfe","Both"
"dbo.FeatureRoleElementValue","Both"
"dbo.FeatureRoleList","Both"
"dbo.FeatureRoleList_CareerProfile_TFS863783","Both"
"dbo.FeatureRoleList_Copilot_DCP7202","Both"
"dbo.FeatureRoleList_Disable_TFS637519_TFS775188_TFS831307_Step27354","Both"
"dbo.FeatureRoleList_Disable_TFS637519_TFS775188_TFS831307_Step27355","Both"
"dbo.FeatureRoleList_Enable_TFS637519_TFS775188_TFS831307_Step27356","Both"
"dbo.FeatureRoleList_HTMLMigration_TFS831307","Both"
"dbo.FeatureRoleList_PeopleList_TFS574871_TFS775188_TFS831307_Step27353","Both"
"dbo.FeatureRoleList_TFS1287907_Action","Both"
"dbo.FeatureRoleList_TFS527240_2_TFS775188_TFS831307_Step27352","Both"
"dbo.FeatureRoleList_TFS527240_TFS775188_TFS831307_Step27352","Both"
"dbo.FeatureRoleList_TFS571847_TFS775188_TFS831307_Step27348","Both"
"dbo.FeatureRoleList_TFS574871_TFS775188_TFS831307_Step27349","Both"
"dbo.FeatureRoleList_WorkflowDesigner_TFS831307_Step27403","Both"
"dbo.FeatureRoleList_WorkflowManagement_TFS831307_Step27404","Both"
"dbo.FeatureRoleListAudit","Both"
"dbo.FeatureServiceList","Both"
"dbo.FeatureTechType","Both"
"dbo.FeatureType","Both"
"dbo.FederalFilingStatus","Both"
"dbo.FederalFilingStatusArchive","Both"
"dbo.FederalFilingStatusCulture","Both"
"dbo.FederalFilingStatusCultureArchive","Both"
"dbo.FederalFilingStatusCulturePermanent","Both"
"dbo.FederalFilingStatusPermanent","Both"
"dbo.FileTransmissionService","Both"
"dbo.FileTransmissionServiceDetail","Both"
"dbo.FileTransmissionServiceDetailAdditionalProperty","Both"
"dbo.FileTransmissionServiceDetailNotification","Both"
"dbo.FileTransmissionServiceGroup","Both"
"dbo.FileTransmissionServiceGroupExtended","Both"
"dbo.FileTransmissionServiceGroupLegalEntityfilter","Both"
"dbo.FileTransmissionServiceGroupPaygroupFilter","Both"
"dbo.FileTransmissionType","Both"
"dbo.FileValidation","Both"
"dbo.FilterFavorite","Both"
"dbo.FilterFavoriteFilterField","Both"
"dbo.FilterFavoriteRoleList","Both"
"dbo.FilterFavoriteRoleListValues","Both"
"dbo.FilterFavoriteUserDefault","Both"
"dbo.FilterFavoriteViewField","Both"
"dbo.FinancialInstitution","Both"
"dbo.FinancialInstitutionCulture","Both"
"dbo.FinancialInstitutionUS","Both"
"dbo.FirstTimeAccessEmailBodyToken","Both"
"dbo.FirstTimeAccessEmailBodyTokenCulture","Both"
"dbo.FirstTimeAccessEmailConfiguration","Both"
"dbo.FirstTimeAccessEmailConfigurationAudit","Both"
"dbo.FirstTimeAccessEmailConfigurationCulture","Both"
"dbo.FirstTimeAccessEmailConfigurationCultureAudit","Both"
"dbo.FirstTimeAccessEmailLogin","Both"
"dbo.FiscalPeriod","Both"
"dbo.FiscalPeriodCulture","Both"
"dbo.FiscalWeek","Both"
"dbo.FiscalYear","Both"
"dbo.FiscalYearCulture","Both"
"dbo.FlatTaxMappingDEU","Both"
"dbo.FlatTaxMappingDEUCulture","Both"
"dbo.FlatTaxMappingDEURate","Both"
"dbo.FLSAStatus","Both"
"dbo.FLSAStatusCulture","Both"
"dbo.Forecast","Both"
"dbo.ForecastActualDataRangesTemp","Both"
"dbo.ForecastAssignment","Both"
"dbo.ForecastCulture","Both"
"dbo.ForecastDayType","Both"
"dbo.ForecastDayTypeCulture","Both"
"dbo.ForecastElementValue","Both"
"dbo.ForecastKPI","Both"
"dbo.ForecastKPIAxis","Both"
"dbo.ForecastKPIAxisDay","Both"
